"","Trial_Nr","Trial_Id","Exp_Subject_Id","OptionChosen","TargetWord","knowledge","StemType","Frequency","AffixInitialSegment","Stem_romanization","Affix_romanization","Word_romanization","Tensification","Nasalization","L_deletion","C_deletion","Lateralization","UR","JunctureType"
"194",174,22,556033,"option_1","긁어",5,"lC","low","Vowel","kxlk","v","kxlkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"195",132,2,556033,"option_4","긁나",5,"lC","low","Sonorant","kxlk","na","kxlkna",NA,0,0,1,0,"lk-n","lC+Sonorant"
"196",100,9,556033,"option_1","긆어",1,"lC","nonce","Vowel","kxlP","v","kxlPv",0,NA,0,0,NA,"lP-v","lC+Vowel"
"197",8,20,556033,"option_1","낡아",5,"lC","high","Vowel","nalk","a","nalka",0,NA,0,0,NA,"lk-a","lC+Vowel"
"198",93,102,556033,"option_2","낡다",5,"lC","high","Obstruent","nalk","ta","nalkta",1,NA,0,0,NA,"lk-t","lC+Obstruent"
"199",40,59,556033,"option_2","낡나",5,"lC","high","Sonorant","nalk","na","nalkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"200",171,126,556033,"option_3","낣나",1,"lC","nonce","Sonorant","nalp","na","nalpna",NA,0,1,0,0,"lp-n","lC+Sonorant"
"201",58,106,556033,"option_2","낣다",1,"lC","nonce","Obstruent","nalp","ta","nalpta",1,NA,0,0,NA,"lp-t","lC+Obstruent"
"202",43,142,556033,"option_1","낣아",1,"lC","nonce","Vowel","nalp","a","nalpa",0,NA,0,0,NA,"lp-a","lC+Vowel"
"203",159,81,556033,"option_1","냍어",1,"C","nonce","Vowel","neT","v","neTv",0,NA,NA,NA,NA,"T-v","C+Vowel"
"204",66,164,556033,"option_1","넓어",5,"lC","high","Vowel","nvlp","v","nvlpv",0,NA,0,0,NA,"lp-v","lC+Vowel"
"205",86,174,556033,"option_6","넓나",5,"lC","high","Sonorant","nvlp","na","nvlpna",NA,1,0,0,0,"lp-n","lC+Sonorant"
"206",153,105,556033,"option_3","넓다",5,"lC","high","Obstruent","nvlp","ta","nvlpta",1,NA,0,1,NA,"lp-t","lC+Obstruent"
"207",71,60,556033,"option_1","눅어",1,"C","nonce","Vowel","nuk","v","nukv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"208",61,173,556033,"option_2","눅나",1,"C","nonce","Sonorant","nuk","na","nukna",NA,0,NA,NA,NA,"k-n","C+Sonorant"
"209",142,61,556033,"option_1","눅다",1,"C","nonce","Obstruent","nuk","ta","nukta",0,NA,NA,NA,NA,"k-t","C+Obstruent"
"210",68,26,556033,"option_3","늙다",5,"lC","high","Obstruent","nxlk","ta","nxlkta",1,NA,0,1,NA,"lk-t","lC+Obstruent"
"211",79,130,556033,"option_1","늙어",5,"lC","high","Vowel","nxlk","v","nxlkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"212",162,74,556033,"option_3","늙나",5,"lC","high","Sonorant","nxlk","na","nxlkna",NA,0,1,0,0,"lk-n","lC+Sonorant"
"213",108,160,556033,"option_3","덟나",1,"lC","nonce","Sonorant","tvlp","na","tvlpna",NA,0,1,0,0,"lp-n","lC+Sonorant"
"214",28,153,556033,"option_1","덟어",1,"lC","nonce","Vowel","tvlp","v","tvlpv",0,NA,0,0,NA,"lp-v","lC+Vowel"
"215",5,110,556033,"option_2","덟다",1,"lC","nonce","Obstruent","tvlp","ta","tvlpta",1,NA,0,0,NA,"lp-t","lC+Obstruent"
"216",94,155,556033,"option_1","독아",1,"C","nonce","Vowel","tok","a","toka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"217",156,117,556033,"option_2","독다",1,"C","nonce","Obstruent","tok","ta","tokta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"218",131,94,556033,"option_1","독나",1,"C","nonce","Sonorant","tok","na","tokna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"219",87,99,556033,"option_2","둡다",1,"C","nonce","Obstruent","tup","ta","tupta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"220",20,11,556033,"option_1","둡나",1,"C","nonce","Sonorant","tup","na","tupna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"221",15,67,556033,"option_1","둡어",1,"C","nonce","Vowel","tup","v","tupv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"222",25,5,556033,"option_6","듥다",1,"lC","nonce","Obstruent","txlk","ta","txlkta",0,NA,1,0,NA,"lk-t","lC+Obstruent"
"223",88,52,556033,"option_1","듥어",1,"lC","nonce","Vowel","txlk","v","txlkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"224",175,150,556033,"option_4","듥나",1,"lC","nonce","Sonorant","txlk","na","txlkna",NA,0,0,1,0,"lk-n","lC+Sonorant"
"225",99,63,556033,"option_2","떫나",5,"lC","low","Sonorant","dvlp","na","dvlpna",NA,0,0,0,0,"lp-n","lC+Sonorant"
"226",59,80,556033,"option_1","떫어",5,"lC","low","Vowel","dvlp","v","dvlpv",0,NA,0,0,NA,"lp-v","lC+Vowel"
"227",177,149,556033,"option_2","떫다",5,"lC","low","Obstruent","dvlp","ta","dvlpta",1,NA,0,0,NA,"lp-t","lC+Obstruent"
"228",95,28,556033,"option_1","막아",5,"C","high","Vowel","mak","a","maka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"229",113,145,556033,"option_2","막다",5,"C","high","Obstruent","mak","ta","makta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"230",150,50,556033,"option_1","막나",5,"C","high","Sonorant","mak","na","makna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"231",138,1,556033,"option_2","맑다",5,"lC","high","Obstruent","malk","ta","malkta",1,NA,0,0,NA,"lk-t","lC+Obstruent"
"232",64,177,556033,"option_1","맑아",5,"lC","high","Vowel","malk","a","malka",0,NA,0,0,NA,"lk-a","lC+Vowel"
"233",123,82,556033,"option_2","맑나",5,"lC","high","Sonorant","malk","na","malkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"234",22,159,556033,"option_2","멁나",1,"lC","nonce","Sonorant","mvlk","na","mvlkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"235",144,72,556033,"option_1","멁어",1,"lC","nonce","Vowel","mvlk","v","mvlkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"236",11,78,556033,"option_4","멁다",1,"lC","nonce","Obstruent","mvlk","ta","mvlkta",1,NA,1,0,NA,"lk-t","lC+Obstruent"
"237",133,91,556033,"option_1","묵어",3,"C","low","Vowel","muk","v","mukv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"238",30,75,556033,"option_2","묵나",3,"C","low","Sonorant","muk","na","mukna",NA,0,NA,NA,NA,"k-n","C+Sonorant"
"239",130,133,556033,"option_2","묵다",3,"C","low","Obstruent","muk","ta","mukta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"240",139,97,556033,"option_3","묽다",5,"lC","low","Obstruent","mulk","ta","mulkta",1,NA,0,1,NA,"lk-t","lC+Obstruent"
"241",14,77,556033,"option_1","묽어",5,"lC","low","Vowel","mulk","v","mulkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"242",135,144,556033,"option_2","묽나",5,"lC","low","Sonorant","mulk","na","mulkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"243",50,95,556033,"option_1","박아",5,"C","high","Vowel","pak","a","paka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"244",12,88,556033,"option_1","박다",5,"C","high","Obstruent","pak","ta","pakta",0,NA,NA,NA,NA,"k-t","C+Obstruent"
"245",102,33,556033,"option_1","박나",5,"C","high","Sonorant","pak","na","pakna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"246",92,92,556033,"option_2","밝나",5,"lC","high","Sonorant","palk","na","palkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"247",112,85,556033,"option_1","밝아",5,"lC","high","Vowel","palk","a","palka",0,NA,0,0,NA,"lk-a","lC+Vowel"
"248",148,163,556033,"option_3","밝다",5,"lC","high","Obstruent","palk","ta","palkta",1,NA,0,1,NA,"lk-t","lC+Obstruent"
"249",97,79,556033,"option_6","밟나",5,"lC","high","Sonorant","palp","na","palpna",NA,1,0,0,0,"lp-n","lC+Sonorant"
"250",136,53,556033,"option_3","밟다",5,"lC","high","Obstruent","palp","ta","palpta",1,NA,0,1,NA,"lp-t","lC+Obstruent"
"251",9,71,556033,"option_1","밟아",5,"lC","high","Vowel","palp","a","palpa",0,NA,0,0,NA,"lp-a","lC+Vowel"
"252",110,44,556033,"option_1","뱉어",5,"C","low","Vowel","peT","v","peTv",0,NA,NA,NA,NA,"T-v","C+Vowel"
"253",72,131,556033,"option_2","뱉다",5,"C","low","Obstruent","peT","ta","peTta",1,NA,NA,NA,NA,"T-t","C+Obstruent"
"254",115,112,556033,"option_2","뱉나",5,"C","low","Sonorant","peT","na","peTna",NA,0,NA,NA,NA,"T-n","C+Sonorant"
"255",78,89,556033,"option_1","법어",1,"C","nonce","Vowel","kvp","v","kvpv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"256",104,165,556033,"option_2","법다",1,"C","nonce","Obstruent","kvp","ta","kvpta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"257",129,109,556033,"option_2","법나",1,"C","nonce","Sonorant","kvp","na","kvpna",NA,0,NA,NA,NA,"p-n","C+Sonorant"
"258",167,101,556033,"option_1","붉어",5,"lC","high","Vowel","pulk","v","pulkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"259",180,43,556033,"option_3","붉나",5,"lC","high","Sonorant","pulk","na","pulkna",NA,0,1,0,0,"lk-n","lC+Sonorant"
"260",38,100,556033,"option_3","붉다",5,"lC","high","Obstruent","pulk","ta","pulkta",1,NA,0,1,NA,"lk-t","lC+Obstruent"
"261",101,114,556033,"option_1","붍나",1,"lC","nonce","Sonorant","pulT","na","pulTna",NA,1,1,0,0,"lT-n","lC+Sonorant"
"262",55,13,556033,"option_4","붍어",1,"lC","nonce","Vowel","pulT","v","pulTv",0,NA,1,0,NA,"lT-v","lC+Vowel"
"263",116,113,556033,"option_3","붍다",1,"lC","nonce","Obstruent","pulT","ta","pulTta",1,NA,0,1,NA,"lT-t","lC+Obstruent"
"264",173,69,556033,"option_2","뽑다",5,"C","high","Obstruent","p*op","ta","p*opta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"265",114,148,556033,"option_1","뽑나",5,"C","high","Sonorant","p*op","na","p*opna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"266",39,73,556033,"option_1","뽑아",5,"C","high","Vowel","p*op","a","p*opa",0,NA,NA,NA,NA,"p-a","C+Vowel"
"267",178,64,556033,"option_2","속나",5,"C","low","Sonorant","sok","na","sokna",NA,0,NA,NA,NA,"k-n","C+Sonorant"
"268",145,86,556033,"option_1","속아",5,"C","low","Vowel","sok","a","soka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"269",109,65,556033,"option_2","속다",5,"C","low","Obstruent","sok","ta","sokta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"270",149,151,556033,"option_3","숡나",1,"lC","nonce","Sonorant","sulk","na","sulkna",NA,0,1,0,0,"lk-n","lC+Sonorant"
"271",166,127,556033,"option_4","숡어",1,"lC","nonce","Vowel","sulk","v","sulkv",0,NA,1,0,NA,"lk-v","lC+Vowel"
"272",41,34,556033,"option_2","숡다",1,"lC","nonce","Obstruent","sulk","ta","sulkta",1,NA,0,0,NA,"lk-t","lC+Obstruent"
"273",34,37,556033,"option_2","식나",5,"C","low","Sonorant","sik","na","sikna",NA,0,NA,NA,NA,"k-n","C+Sonorant"
"274",82,180,556033,"option_2","식다",5,"C","low","Obstruent","sik","ta","sikta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"275",107,143,556033,"option_1","식어",5,"C","low","Vowel","sik","v","sikv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"276",36,132,556033,"option_2","썩나",5,"C","high","Sonorant","s*vk","na","s*vkna",NA,0,NA,NA,NA,"k-n","C+Sonorant"
"277",161,58,556033,"option_1","썩어",5,"C","high","Vowel","s*vk","v","s*vkv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"278",158,137,556033,"option_2","썩다",5,"C","high","Obstruent","s*vk","ta","s*vkta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"279",98,16,556033,"option_2","씹나",5,"C","high","Sonorant","s*ip","na","s*ipna",NA,0,NA,NA,NA,"p-n","C+Sonorant"
"280",122,21,556033,"option_1","씹어",5,"C","high","Vowel","s*ip","v","s*ipv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"281",155,128,556033,"option_2","씹다",5,"C","high","Obstruent","s*ip","ta","s*ipta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"282",120,66,556033,"option_1","앍아",1,"lC","nonce","Vowel","alk","a","alka",0,NA,0,0,NA,"lk-a","lC+Vowel"
"283",154,38,556033,"option_3","앍나",1,"lC","nonce","Sonorant","alk","na","alkna",NA,0,1,0,0,"lk-n","lC+Sonorant"
"284",17,32,556033,"option_2","얇나",4,"lC","low","Sonorant","yalp","na","yalpna",NA,0,0,0,0,"lp-n","lC+Sonorant"
"285",172,27,556033,"option_3","얇다",4,"lC","low","Obstruent","yalp","ta","yalpta",1,NA,0,1,NA,"lp-t","lC+Obstruent"
"286",140,7,556033,"option_1","얇아",4,"lC","low","Vowel","yalp","a","yalpa",0,NA,0,0,NA,"lp-a","lC+Vowel"
"287",152,17,556033,"option_2","얕나",5,"C","low","Sonorant","yaT","na","yaTna",NA,0,NA,NA,NA,"T-n","C+Sonorant"
"288",42,46,556033,"option_1","얕다",5,"C","low","Obstruent","yaT","ta","yaTta",0,NA,NA,NA,NA,"T-t","C+Obstruent"
"289",53,104,556033,"option_1","얕아",5,"C","low","Vowel","yaT","a","yaTa",0,NA,NA,NA,NA,"T-a","C+Vowel"
"290",163,162,556033,"option_2","얽다",4,"lC","low","Obstruent","vlk","ta","vlkta",1,NA,0,0,NA,"lk-t","lC+Obstruent"
"291",165,84,556033,"option_3","얽나",4,"lC","low","Sonorant","vlk","na","vlkna",NA,0,1,0,0,"lk-n","lC+Sonorant"
"292",29,15,556033,"option_1","얽어",4,"lC","low","Vowel","vlk","v","vlkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"293",27,170,556033,"option_2","업다",1,"C","low","Obstruent","vp","ta","vpta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"294",96,23,556033,"option_1","업어",1,"C","low","Vowel","vp","v","vpv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"295",160,70,556033,"option_2","업나",1,"C","low","Sonorant","vp","na","vpna",NA,0,NA,NA,NA,"p-n","C+Sonorant"
"296",32,76,556033,"option_1","엎어",5,"C","low","Vowel","vP","v","vPv",0,NA,NA,NA,NA,"P-v","C+Vowel"
"297",80,124,556033,"option_1","엎다",5,"C","low","Obstruent","vP","ta","vPta",0,NA,NA,NA,NA,"P-t","C+Obstruent"
"298",147,122,556033,"option_2","엎나",5,"C","low","Sonorant","vP","na","vPna",NA,0,NA,NA,NA,"P-n","C+Sonorant"
"299",45,119,556033,"option_2","엷다",5,"lC","low","Obstruent","yvlp","ta","yvlpta",1,NA,0,0,NA,"lp-t","lC+Obstruent"
"300",4,167,556033,"option_2","엷나",5,"lC","low","Sonorant","yvlp","na","yvlpna",NA,0,0,0,0,"lp-n","lC+Sonorant"
"301",16,139,556033,"option_1","엷어",5,"lC","low","Vowel","yvlp","v","yvlpv",0,NA,0,0,NA,"lp-v","lC+Vowel"
"302",44,31,556033,"option_1","옅어",5,"C","low","Vowel","yvT","v","yvTv",0,NA,NA,NA,NA,"T-v","C+Vowel"
"303",70,166,556033,"option_2","옅다",5,"C","low","Obstruent","yvT","ta","yvTta",1,NA,NA,NA,NA,"T-t","C+Obstruent"
"304",168,118,556033,"option_2","옅나",5,"C","low","Sonorant","yvT","na","yvTna",NA,0,NA,NA,NA,"T-n","C+Sonorant"
"305",3,30,556033,"option_1","웁어",1,"C","nonce","Vowel","up","v","upv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"306",37,146,556033,"option_2","웁나",1,"C","nonce","Sonorant","up","na","upna",NA,0,NA,NA,NA,"p-n","C+Sonorant"
"307",47,179,556033,"option_2","웁다",1,"C","nonce","Obstruent","up","ta","upta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"308",128,138,556033,"option_1","읊어",5,"lC","low","Vowel","xlP","v","xlPv",0,NA,0,0,NA,"lP-v","lC+Vowel"
"309",169,135,556033,"option_4","읊나",5,"lC","low","Sonorant","xlP","na","xlPna",NA,0,0,1,0,"lP-n","lC+Sonorant"
"310",48,45,556033,"option_3","읊다",5,"lC","low","Obstruent","xlP","ta","xlPta",1,NA,0,1,NA,"lP-t","lC+Obstruent"
"311",77,169,556033,"option_2","익다",5,"C","low","Obstruent","ik","ta","ikta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"312",24,6,556033,"option_1","익나",5,"C","low","Sonorant","ik","na","ikna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"313",170,55,556033,"option_1","익어",5,"C","low","Vowel","ik","v","ikv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"314",151,141,556033,"option_4","읽다",5,"lC","high","Obstruent","ilk","ta","ilkta",1,NA,1,0,NA,"lk-t","lC+Obstruent"
"315",75,134,556033,"option_1","읽어",5,"lC","high","Vowel","ilk","v","ilkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"316",141,41,556033,"option_3","읽나",5,"lC","high","Sonorant","ilk","na","ilkna",NA,0,1,0,0,"lk-n","lC+Sonorant"
"317",67,47,556033,"option_2","입나",5,"C","high","Sonorant","ip","na","ipna",NA,0,NA,NA,NA,"p-n","C+Sonorant"
"318",63,156,556033,"option_1","입어",5,"C","high","Vowel","ip","v","ipv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"319",62,24,556033,"option_1","입다",5,"C","high","Obstruent","ip","ta","ipta",0,NA,NA,NA,NA,"p-t","C+Obstruent"
"320",74,83,556033,"option_1","작다",5,"C","high","Obstruent","cak","ta","cakta",0,NA,NA,NA,NA,"k-t","C+Obstruent"
"321",51,68,556033,"option_2","작나",5,"C","high","Sonorant","cak","na","cakna",NA,0,NA,NA,NA,"k-n","C+Sonorant"
"322",21,18,556033,"option_1","작아",5,"C","high","Vowel","cak","a","caka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"323",26,25,556033,"option_2","적나",5,"C","high","Sonorant","cvk","na","cvkna",NA,0,NA,NA,NA,"k-n","C+Sonorant"
"324",57,115,556033,"option_1","적어",5,"C","high","Vowel","cvk","v","cvkv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"325",23,14,556033,"option_2","적다",5,"C","high","Obstruent","cvk","ta","cvkta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"326",56,125,556033,"option_2","접나",5,"C","high","Sonorant","cvp","na","cvpna",NA,0,NA,NA,NA,"p-n","C+Sonorant"
"327",81,147,556033,"option_2","접다",5,"C","high","Obstruent","cvp","ta","cvpta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"328",19,12,556033,"option_1","접어",5,"C","high","Vowel","cvp","v","cvpv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"329",179,36,556033,"option_1","직다",1,"C","nonce","Obstruent","cik","ta","cikta",0,NA,NA,NA,NA,"k-t","C+Obstruent"
"330",18,171,556033,"option_2","직나",1,"C","nonce","Sonorant","cik","na","cikna",NA,0,NA,NA,NA,"k-n","C+Sonorant"
"331",137,108,556033,"option_1","직어",1,"C","nonce","Vowel","cik","v","cikv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"332",85,154,556033,"option_1","짉어",1,"lC","nonce","Vowel","cilk","v","cilkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"333",124,98,556033,"option_1","짉나",1,"lC","nonce","Sonorant","cilk","na","cilkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"334",91,152,556033,"option_4","짉다",1,"lC","nonce","Obstruent","cilk","ta","cilkta",1,NA,1,0,NA,"lk-t","lC+Obstruent"
"335",84,168,556033,"option_2","집다",1,"C","high","Obstruent","cip","ta","cipta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"336",164,40,556033,"option_1","집나",1,"C","high","Sonorant","cip","na","cipna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"337",33,157,556033,"option_1","집어",1,"C","high","Vowel","cip","v","cipv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"338",65,51,556033,"option_2","짧다",5,"lC","high","Obstruent","Jalp","ta","Jalpta",1,NA,0,0,NA,"lp-t","lC+Obstruent"
"339",176,8,556033,"option_1","짧아",5,"lC","high","Vowel","Jalp","a","Jalpa",0,NA,0,0,NA,"lp-a","lC+Vowel"
"340",111,29,556033,"option_3","짧나",5,"lC","high","Sonorant","Jalp","na","Jalpna",NA,0,1,0,0,"lp-n","lC+Sonorant"
"341",1,48,556033,"option_1","찍어",5,"C","low","Vowel","Jik","v","Jikv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"342",73,121,556033,"option_2","찍다",5,"C","low","Obstruent","Jik","ta","Jikta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"343",117,35,556033,"option_2","찍나",5,"C","low","Sonorant","Jik","na","Jikna",NA,0,NA,NA,NA,"k-n","C+Sonorant"
"344",10,175,556033,"option_1","착아",1,"C","nonce","Vowel","Cak","a","Caka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"345",76,54,556033,"option_2","착나",1,"C","nonce","Sonorant","Cak","na","Cakna",NA,0,NA,NA,NA,"k-n","C+Sonorant"
"346",89,140,556033,"option_2","착다",1,"C","nonce","Obstruent","Cak","ta","Cakta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"347",49,120,556033,"option_1","톱아",1,"C","nonce","Vowel","Top","a","Topa",0,NA,NA,NA,NA,"p-a","C+Vowel"
"348",103,49,556033,"option_2","톱나",1,"C","nonce","Sonorant","Top","na","Topna",NA,0,NA,NA,NA,"p-n","C+Sonorant"
"349",157,123,556033,"option_2","톱다",1,"C","nonce","Obstruent","Top","ta","Topta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"350",52,107,556033,"option_3","핥다",5,"lC","low","Obstruent","halT","ta","halTta",1,NA,0,1,NA,"lT-t","lC+Obstruent"
"351",118,176,556033,"option_4","핥나",5,"lC","low","Sonorant","halT","na","halTna",NA,0,0,1,0,"lT-n","lC+Sonorant"
"352",126,93,556033,"option_1","핥아",5,"lC","low","Vowel","halT","a","halTa",0,NA,0,0,NA,"lT-a","lC+Vowel"
"353",90,96,556033,"option_3","훑다",5,"lC","low","Obstruent","hulT","ta","hulTta",1,NA,0,1,NA,"lT-t","lC+Obstruent"
"354",134,3,556033,"option_1","훑어",5,"lC","low","Vowel","hulT","v","hulTv",0,NA,0,0,NA,"lT-v","lC+Vowel"
"355",31,116,556033,"option_4","훑나",5,"lC","low","Sonorant","hulT","na","hulTna",NA,0,0,1,0,"lT-n","lC+Sonorant"
"356",33,99,556505,"option_1","갉아",3,"lC","low","Vowel","kalk","a","kalka",0,NA,0,0,NA,"lk-a","lC+Vowel"
"357",76,77,556505,"option_3","갉다",3,"lC","low","Obstruent","kalk","ta","kalkta",1,NA,0,1,NA,"lk-t","lC+Obstruent"
"358",141,62,556505,"option_3","갉나",3,"lC","low","Sonorant","kalk","na","kalkna",NA,0,1,0,0,"lk-n","lC+Sonorant"
"359",157,51,556505,"option_1","겊어",1,"C","nonce","Vowel","kvP","v","kvPv",0,NA,NA,NA,NA,"P-v","C+Vowel"
"360",174,133,556505,"option_1","겊나",1,"C","nonce","Sonorant","kvP","na","kvPna",NA,1,NA,NA,NA,"P-n","C+Sonorant"
"361",145,7,556505,"option_2","겊다",1,"C","nonce","Obstruent","kvP","ta","kvPta",1,NA,NA,NA,NA,"P-t","C+Obstruent"
"362",64,34,556505,"option_1","겳어",1,"lC","nonce","Vowel","kjvlp","v","kjvlpv",0,NA,0,0,NA,"lp-v","lC+Vowel"
"363",36,123,556505,"option_4","겳다",1,"lC","nonce","Obstruent","kjvlp","ta","kjvlpta",1,NA,1,0,NA,"lp-t","lC+Obstruent"
"364",18,68,556505,"option_3","겳나",1,"lC","nonce","Sonorant","kjvlp","na","kjvlpna",NA,0,1,0,0,"lp-n","lC+Sonorant"
"365",124,131,556505,"option_4","굵다",5,"lC","high","Obstruent","kulk","ta","kulkta",1,NA,1,0,NA,"lk-t","lC+Obstruent"
"366",30,19,556505,"option_3","굵나",5,"lC","high","Sonorant","kulk","na","kulkna",NA,0,1,0,0,"lk-n","lC+Sonorant"
"367",56,31,556505,"option_1","굵어",5,"lC","high","Vowel","kulk","v","kulkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"368",67,10,556505,"option_1","긁어",5,"lC","low","Vowel","kxlk","v","kxlkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"369",38,107,556505,"option_3","긁나",5,"lC","low","Sonorant","kxlk","na","kxlkna",NA,0,1,0,0,"lk-n","lC+Sonorant"
"370",20,74,556505,"option_6","긁다",5,"lC","low","Obstruent","kxlk","ta","kxlkta",0,NA,1,0,NA,"lk-t","lC+Obstruent"
"371",68,40,556505,"option_8","긆다",2,"lC","nonce","Obstruent","kxlP","ta","kxlPta",1,NA,1,1,NA,"lP-t","lC+Obstruent"
"372",179,6,556505,"option_3","긆나",2,"lC","nonce","Sonorant","kxlP","na","kxlPna",NA,0,1,0,0,"lP-n","lC+Sonorant"
"373",98,2,556505,"option_4","긆어",2,"lC","nonce","Vowel","kxlP","v","kxlPv",0,NA,1,0,NA,"lP-v","lC+Vowel"
"374",142,26,556505,"option_1","낡아",5,"lC","high","Vowel","nalk","a","nalka",0,NA,0,0,NA,"lk-a","lC+Vowel"
"375",59,54,556505,"option_3","낡나",5,"lC","high","Sonorant","nalk","na","nalkna",NA,0,1,0,0,"lk-n","lC+Sonorant"
"376",47,20,556505,"option_3","낡다",5,"lC","high","Obstruent","nalk","ta","nalkta",1,NA,0,1,NA,"lk-t","lC+Obstruent"
"377",11,70,556505,"option_1","낣나",1,"lC","nonce","Sonorant","nalp","na","nalpna",NA,1,1,0,0,"lp-n","lC+Sonorant"
"378",149,128,556505,"option_3","낣다",1,"lC","nonce","Obstruent","nalp","ta","nalpta",1,NA,0,1,NA,"lp-t","lC+Obstruent"
"379",101,127,556505,"option_1","낣아",1,"lC","nonce","Vowel","nalp","a","nalpa",0,NA,0,0,NA,"lp-a","lC+Vowel"
"380",164,160,556505,"option_1","냍나",1,"C","nonce","Sonorant","neT","na","neTna",NA,1,NA,NA,NA,"T-n","C+Sonorant"
"381",29,83,556505,"option_1","넓어",5,"lC","high","Vowel","nvlp","v","nvlpv",0,NA,0,0,NA,"lp-v","lC+Vowel"
"382",94,57,556505,"option_1","넓나",5,"lC","high","Sonorant","nvlp","na","nvlpna",NA,1,1,0,0,"lp-n","lC+Sonorant"
"383",161,112,556505,"option_3","넓다",5,"lC","high","Obstruent","nvlp","ta","nvlpta",1,NA,0,1,NA,"lp-t","lC+Obstruent"
"384",155,27,556505,"option_1","눅나",1,"C","nonce","Sonorant","nuk","na","nukna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"385",49,66,556505,"option_1","눅어",1,"C","nonce","Vowel","nuk","v","nukv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"386",180,65,556505,"option_2","눅다",1,"C","nonce","Obstruent","nuk","ta","nukta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"387",116,67,556505,"option_4","늙다",5,"lC","high","Obstruent","nxlk","ta","nxlkta",1,NA,1,0,NA,"lk-t","lC+Obstruent"
